NGP_AECO (Natural Gas),,,,,,EQTY_S&P500 INDX_USD (Stock Index),EQTY_TSE/SP60SPV_NDX_CAD (Stock Index),FX_USD_CAD (Foreign Exchange Rate),IR_CAD_GOVT (Treasury Rate),,,,,,IR_CAD_SWAP (Inter Bank Lending Rate),,,,,,IR_USD_GOVT (Treasury Rate),,,,,,IR_USD_SWAP (Inter Bank Lending Rate),,,,,,NGP_NYMX (Natural Gas),,,,,,OIL_WTI (Oil),,,,,,,,,,
1.99955,3.18604,3.387025,3.37289,3.670575,3.670575,1684.976667,735.8605619,0.966050682,9.74E-03,1.08E-02,1.25E-02,0.020298047,0.02738807,3.27E-02,1.27E-02,1.32E-02,1.55E-02,2.40E-02,3.23E-02,3.67E-02,1.68E-04,1.55E-03,4.04E-03,1.62E-02,2.90E-02,4.17E-02,2.47E-03,3.22E-03,5.42E-03,1.76E-02,3.06E-02,3.98E-02,3.610675,3.6871,3.92875,4.0598,4.38075,4.38075,106.7555,104.571,95.156,88.0375,88.0375,88.0375,16.70190476,-1.4625,"$97,688,454.24","$6,133,139",1
3.167369565,3.399834783,3.358782609,3.341173913,3.616043478,3.616043478,1720.313913,749.8055609,0.964872062,9.19E-03,1.01E-02,1.15E-02,1.84E-02,2.58E-02,0.031889729,1.27E-02,1.29E-02,0.014318736,2.20E-02,3.06E-02,3.59E-02,6.40E-04,1.56E-03,3.38E-03,1.38E-02,2.70E-02,4.09E-02,2.34E-03,3.03E-03,4.54E-03,1.52E-02,2.84E-02,3.87E-02,3.651543478,3.781478261,3.901478261,4.020826087,4.344391304,4.344391304,100.8186957,100.4030435,94.35478261,87.96347826,87.96347826,87.96347826,17.307,2.630434783,"$103,821,593.51","$18,891,837",1
3.224925,3.227405,3.25036,3.2376,3.493565,3.493565,1785.415714,772.0269762,0.953225037,9.17E-03,9.95E-03,1.10E-02,1.81E-02,2.63E-02,3.24E-02,1.27E-02,0.012793766,0.013926078,2.12E-02,3.07E-02,3.63E-02,7.82E-04,1.60E-03,3.00E-03,1.38E-02,2.82E-02,4.24E-02,2.31E-03,2.68E-03,3.97E-03,1.48E-02,2.91E-02,3.98E-02,3.62255,3.6892,3.7816,3.9288,4.23145,4.23145,93.9365,94.4965,91.491,86.6565,86.6565,86.6565,13.5052381,2.012142857,"$122,713,430.22","-$38,390,268",0
3.685519048,3.672766667,3.757057143,3.536585714,3.742738095,3.742738095,1806.853333,767.3272286,0.940097217,9.10E-03,9.71E-03,1.08E-02,1.89E-02,2.76E-02,3.32E-02,1.27E-02,1.26E-02,0.013652799,2.18E-02,3.16E-02,3.69E-02,6.16E-04,1.72E-03,3.39E-03,1.58E-02,3.00E-02,4.29E-02,2.38E-03,2.84E-03,4.28E-03,1.65E-02,3.07E-02,4.05E-02,4.244395238,4.285095238,4.216714286,4.139952381,4.339857143,4.339857143,97.72095238,98.0752381,92.11380952,86.12809524,86.12809524,86.12809524,14.07263158,0.333333333,"$84,323,161.76","$2,363,602",1
4.087104348,4.0239,3.997434783,3.727852174,3.917734783,3.917734783,1824.517826,788.7985696,0.914882829,8.72E-03,9.52E-03,1.03E-02,1.80E-02,0.026304925,3.19E-02,1.27E-02,0.012230526,1.31E-02,0.021016224,3.06E-02,3.60E-02,4.31E-04,1.68E-03,3.89E-03,0.016657271,2.96E-02,4.14E-02,2.33E-03,2.92E-03,4.98E-03,1.74E-02,3.05E-02,3.96E-02,4.724342857,4.486952381,4.365761905,4.210904762,4.422952381,4.422952381,94.04809524,94.71571429,88.61761905,82.84333333,82.84333333,82.84333333,13.0315,0.130434783,"$86,686,763.73","-$2,420,694",0
6.232965,4.52498,4.63362,3.898115,4.049345,4.049345,1820.3275,801.45286,0.904694215,8.65E-03,9.41E-03,1.00E-02,1.67E-02,2.50E-02,3.10E-02,1.26E-02,1.23E-02,1.30E-02,1.99E-02,2.91E-02,3.52E-02,5.00E-04,1.54E-03,3.27E-03,1.53E-02,0.028014483,0.040350461,2.30E-03,2.60E-03,4.43E-03,1.63E-02,2.91E-02,3.85E-02,5.699768421,4.635631579,4.827842105,4.380421053,4.486473684,4.486473684,100.8378947,99.57052632,91.83473684,85.25105263,85.25105263,85.25105263,13.96727273,-1.675,"$84,266,069.87","$2,829,295",1
4.660519048,4.38767619,4.689257143,4.123552381,4.302842857,4.302842857,1863.523333,818.4612857,0.900172001,8.40E-03,9.40E-03,1.06E-02,0.016914453,2.47E-02,3.04E-02,1.26E-02,1.26E-02,1.35E-02,2.02E-02,2.89E-02,3.46E-02,4.63E-04,1.78E-03,3.95E-03,1.65E-02,2.81E-02,3.97E-02,2.26E-03,2.73E-03,5.14E-03,1.73E-02,0.02918022,3.77E-02,4.58902381,4.452666667,4.681333333,4.393428571,4.600047619,4.600047619,100.1742857,99.33571429,91.5352381,85.46904762,85.46904762,85.46904762,13.49363636,-1.166666667,"$87,095,364.76","-$10,384,916",0
4.547427273,4.477,4.727868182,4.260172727,4.563913636,4.563913636,1864.29,824.3517682,0.90978995,9.19E-03,9.81E-03,1.11E-02,0.017418515,2.47E-02,3.03E-02,1.26E-02,1.27E-02,1.39E-02,2.06E-02,2.88E-02,3.45E-02,3.24E-04,1.66E-03,4.11E-03,1.72E-02,2.79E-02,3.82E-02,2.20E-03,2.55E-03,5.27E-03,1.80E-02,2.89E-02,3.66E-02,4.644647619,4.625714286,4.710428571,4.390428571,4.705857143,4.705857143,102.3838095,100.7233333,92.92809524,86.78571429,80.81380952,80.81380952,17.2715,-1.011136364,"$76,710,448.51","$6,972,894",1
4.368645455,4.310286364,3.849245455,3.650754545,4.253968182,4.253968182,1890.256364,836.7448955,0.918403518,9.16E-03,9.78E-03,1.06E-02,1.65E-02,2.35E-02,0.029191586,1.26E-02,0.012627597,1.36E-02,1.97E-02,2.76E-02,3.35E-02,2.68E-04,1.55E-03,3.83E-03,1.61E-02,2.63E-02,3.67E-02,2.18E-03,2.52E-03,5.10E-03,1.68E-02,2.72E-02,3.51E-02,4.546361905,4.544190476,4.126095238,4.106904762,4.554285714,4.554285714,101.5333333,100.5642857,92.95571429,87.1552381,81.56,81.56,13.97454545,-0.125,"$83,683,342.15","$12,612,902",1
4.476752381,4.437147619,3.827695238,3.634542857,4.240504762,4.240504762,1946.936667,854.8987,0.923836602,9.25E-03,9.86E-03,1.09E-02,1.66E-02,2.33E-02,2.89E-02,1.27E-02,1.28E-02,1.40E-02,1.98E-02,2.76E-02,3.38E-02,3.03E-04,1.83E-03,4.49E-03,1.69E-02,2.66E-02,3.70E-02,2.23E-03,2.76E-03,5.78E-03,1.77E-02,2.77E-02,0.035366271,4.560261905,4.598761905,4.12647619,4.142571429,4.634333333,4.634333333,105.5233333,103.8304762,95.9552381,90.08190476,85.40714286,85.40714286,14.21,-0.642619048,"$96,296,243.91","-$18,380,234",0
3.912395652,3.912065217,3.514086957,3.48006087,3.963495652,3.963495652,1974.983913,876.7802913,0.931561018,9.34E-03,1.00E-02,0.010901574,0.016111421,2.24E-02,0.02802075,1.27E-02,1.28E-02,1.41E-02,0.019516931,2.68E-02,3.30E-02,2.61E-04,1.97E-03,5.00E-03,1.71E-02,2.60E-02,3.60E-02,2.26E-03,2.99E-03,6.58E-03,1.81E-02,0.027099261,3.44E-02,4.008645455,4.024772727,3.888181818,4.013,4.4915,4.4915,103.5054545,100.9472727,95.46545455,91.30363636,87.61909091,87.61909091,14.692,-1.613636364,"$77,916,009.56","$14,020,683",1
3.792147619,3.891195238,3.547204762,3.628295238,3.876390476,3.876390476,1961.278095,884.2782714,0.915520124,9.38E-03,1.00E-02,1.08E-02,1.53E-02,2.11E-02,2.68E-02,1.27E-02,1.28E-02,1.39E-02,1.89E-02,2.56E-02,0.031777796,2.54E-04,1.83E-03,4.69E-03,1.65E-02,2.48E-02,3.45E-02,2.26E-03,3.10E-03,6.73E-03,1.79E-02,2.62E-02,3.29E-02,3.888047619,3.927142857,3.875904762,3.998619048,4.371095238,4.371095238,95.2696381,94.71952381,92.33857143,89.72904762,87.60666667,87.60666667,15.40782609,-2.047619048,"$91,936,692.87","-$6,902,609",0
3.810736364,3.939318182,3.552440909,3.623354545,3.819704545,3.819704545,1995.436364,887.8932591,0.908434504,9.16E-03,9.95E-03,1.15E-02,1.65E-02,2.23E-02,0.027612976,1.27E-02,1.30E-02,1.46E-02,2.01E-02,2.66E-02,3.23E-02,1.74E-04,2.08E-03,5.56E-03,1.78E-02,2.57E-02,3.47E-02,2.27E-03,3.50E-03,7.73E-03,1.92E-02,2.71E-02,3.35E-02,3.9012,3.970142857,3.864142857,4.003,4.322904762,4.322904762,92.45149524,91.85,90.08904762,88.34333333,86.4452381,86.4452381,12.924,1.170909091,"$85,034,083.90","$43,166,585",1
3.544856522,3.799104348,3.416708696,3.46383913,3.864186957,3.864186957,1937.152609,835.7652652,0.891846277,0.008793716,9.69E-03,1.02E-02,0.015252867,2.07E-02,2.61E-02,0.012704641,1.28E-02,1.39E-02,1.88E-02,0.025147813,3.02E-02,1.64E-04,1.72E-03,4.40E-03,1.56E-02,2.35E-02,3.25E-02,2.23E-03,3.11E-03,6.82E-03,1.72E-02,2.48E-02,3.13E-02,3.767034783,3.878304348,3.71973913,3.873130435,4.28173913,4.28173913,83.87086087,83.41913043,81.92086957,81.89130435,82.25826087,82.25826087,14.19238095,5.113636364,"$128,200,668.41","-$35,917,668",0
3.807655,4.088325,3.439635,3.464495,3.87731,3.87731,2046.1215,862.348065,0.882589921,8.88E-03,9.68E-03,0.010207603,1.55E-02,0.02078233,2.62E-02,1.28E-02,1.30E-02,1.41E-02,0.01897856,2.51E-02,3.00E-02,2.28E-04,2.11E-03,5.23E-03,1.63E-02,2.37E-02,3.24E-02,2.25E-03,3.29E-03,7.19E-03,0.017552631,2.49E-02,3.11E-02,4.118473684,4.336263158,3.791,3.862315789,4.238210526,4.238210526,75.80792105,75.81421053,76.44157895,77.69894737,80.48263158,80.48263158,14.24095238,3.3875,"$92,283,000.20","$24,531,332",1
3.069234783,3.207965217,3.283504348,3.45976087,4.002978261,4.002978261,2055.702174,840.6376565,0.866276743,8.91E-03,9.66E-03,1.00E-02,1.42E-02,1.93E-02,2.46E-02,1.28E-02,0.013070378,0.014251014,0.018217413,2.38E-02,2.88E-02,2.54E-04,2.75E-03,6.28E-03,1.65E-02,2.24E-02,3.00E-02,2.39E-03,4.00E-03,8.35E-03,1.77E-02,2.36E-02,0.028694098,3.440413636,3.528681818,3.522545455,3.774454545,4.290409091,4.290409091,59.44034545,59.72818182,62.94045455,66.88454545,71.66863636,71.66863636,15.47,0.285714286,"$116,814,332.29","-$10,856,335",0
2.604385,2.606725,3.02539,3.38328,3.89579,3.89579,2027.761429,844.0322095,0.825078801,7.88E-03,9.40E-03,8.86E-03,1.04E-02,1.59E-02,2.18E-02,1.19E-02,1.13E-02,1.16E-02,0.0145881,2.02E-02,2.55E-02,2.33E-04,2.26E-03,5.37E-03,1.38E-02,1.90E-02,2.60E-02,2.49E-03,3.95E-03,7.66E-03,1.52E-02,2.02E-02,2.44E-02,2.95179,2.9129,3.30805,3.61475,4.0857,4.0857,47.61445,48.32,55.177,60.6915,66.7685,66.7685,14.83666667,2.216136364,"$105,957,997.52","$10,426,671",1
2.606978947,2.608689474,3.170342105,3.440442105,3.966468421,3.966468421,2082.9355,885.408235,0.799968494,5.24E-03,0.009247113,8.42E-03,7.66E-03,1.38E-02,2.11E-02,9.57E-03,7.94E-03,8.24E-03,1.17E-02,1.85E-02,2.49E-02,1.68E-04,2.43E-03,6.08E-03,1.48E-02,2.01E-02,0.027130901,2.54E-03,4.60E-03,8.61E-03,0.016351318,2.13E-02,2.52E-02,2.877173684,2.766789474,3.325052632,3.647263158,4.073842105,4.073842105,51.31755263,52.70473684,60.56473684,64.19157895,69.68947368,69.68947368,14.19809524,1.75025,116384668.3,"$39,152,527",1
2.586295455,2.583804545,3.132086364,3.37095,3.834386364,3.834386364,2079.990455,871.6739091,0.792951569,5.42E-03,6.13E-03,5.76E-03,8.35E-03,1.43E-02,2.15E-02,9.95E-03,8.86E-03,9.09E-03,1.24E-02,1.92E-02,2.54E-02,8.66E-05,2.79E-03,0.006365866,1.53E-02,2.07E-02,2.76E-02,2.60E-03,4.84E-03,0.008839259,1.67E-02,2.17E-02,2.53E-02,2.758418182,2.7725,3.259,3.5605,3.912863636,3.912863636,49.09262727,50.73363636,57.73727273,61.33863636,66.85818182,66.85818182,12.4752381,0.204772727,155537194.9,"-$23,670,075",0
2.425261905,2.453257143,2.873519048,3.177442857,3.670528571,3.670528571,2093.594545,891.6457636,0.810752636,6.05E-03,6.31E-03,5.88E-03,8.45E-03,1.42E-02,2.13E-02,9.96E-03,9.33E-03,9.56E-03,1.26E-02,1.90E-02,2.48E-02,1.83E-04,2.30E-03,5.33E-03,1.36E-02,1.96E-02,2.73E-02,2.67E-03,4.41E-03,7.80E-03,1.51E-02,2.03E-02,2.45E-02,2.569714286,2.629095238,3.091142857,3.413761905,3.814666667,3.814666667,55.56668571,56.83619048,60.95666667,63.30952381,65.86095238,65.86095238,11.54142857,0.618055556,131867119.9,"-$42,693,530",0
2.66954,2.677275,2.829925,2.93307,3.287285,3.287285,2112.615714,881.2790238,0.821032801,6.40E-03,7.01E-03,6.73E-03,1.08E-02,1.78E-02,2.42E-02,9.95E-03,9.85E-03,1.06E-02,1.50E-02,2.21E-02,2.77E-02,1.61E-04,2.45E-03,6.14E-03,1.56E-02,2.24E-02,0.031580309,2.70E-03,4.67E-03,8.52E-03,1.68E-02,2.30E-02,2.77E-02,2.8392,2.89825,3.0875,3.2109,3.4889,3.4889,59.957605,60.4705,62.901,64.594,67.84,67.84,12.29636364,1.96275,89173590.25,"$22,385,958",1
2.464586364,2.47625,2.723259091,2.852040909,3.2413,3.2413,2099.279091,863.9437273,0.809344178,6.01E-03,6.66E-03,6.19E-03,1.03E-02,1.83E-02,2.46E-02,9.94E-03,9.50E-03,1.02E-02,0.014810396,2.29E-02,2.84E-02,1.07E-04,2.75E-03,6.83E-03,0.016912555,2.40E-02,3.32E-02,2.74E-03,5.16E-03,9.19E-03,1.81E-02,2.48E-02,2.95E-02,2.763463636,2.791909091,3.046454545,3.186909091,3.429,3.429,60.11680909,60.44727273,62.47727273,63.94318182,68.02181818,68.02181818,13.49190476,2.102272727,111559548.5,"-$8,457,618",0
2.704472727,2.695072727,2.770295455,2.857481818,3.306859091,3.306859091,2093.392609,846.1759652,0.778381912,4.67E-03,4.80E-03,4.50E-03,8.10E-03,1.64E-02,2.33E-02,8.44E-03,7.45E-03,8.11E-03,1.26E-02,2.12E-02,2.73E-02,2.52E-04,2.90E-03,6.63E-03,1.64E-02,2.37E-02,3.28E-02,2.80E-03,5.12E-03,8.95E-03,1.76E-02,2.45E-02,0.029487975,2.835968182,2.811681818,3.068409091,3.214681818,3.471590909,3.471590909,51.16610909,51.565,55.48954545,58.71590909,64.60136364,64.60136364,13.46666667,0.717391304,103101930.4,"$19,482,350",1
2.805561905,2.807847619,2.776057143,2.800357143,3.206285714,3.206285714,2039.866667,827.5992238,0.760893433,3.78E-03,4.06E-03,4.04E-03,7.14E-03,1.47E-02,2.20E-02,7.43E-03,6.44E-03,7.14E-03,1.14E-02,1.94E-02,2.58E-02,6.95E-04,3.63E-03,6.95E-03,0.015492028,2.20E-02,3.03E-02,3.09E-03,5.44E-03,9.01E-03,1.66E-02,2.27E-02,2.71E-02,2.770214286,2.77647619,2.982904762,3.094,3.317714286,3.317714286,43.2389381,44.07285714,49.55333333,54.01190476,60.93666667,60.93666667,18.05869565,0.619047619,122584280.2,"-$32,290,623",0
2.752877273,2.768563636,2.740613636,2.831163636,3.214709091,3.214709091,1943.350909,792.8654318,0.753453694,3.87E-03,4.56E-03,4.85E-03,7.94E-03,1.57E-02,2.33E-02,7.63E-03,6.98E-03,7.59E-03,1.15E-02,1.95E-02,2.61E-02,2.41E-04,3.47E-03,7.05E-03,1.49E-02,2.20E-02,3.16E-02,3.20E-03,5.19E-03,8.23E-03,1.54E-02,2.21E-02,2.75E-02,2.630028571,2.70747619,2.888333333,3.021571429,3.234571429,3.234571429,45.78708095,46.33619048,50.39809524,53.88047619,59.42190476,59.42190476,13.41315789,0.750227273,90293657.63,"-$6,190,430",0
2.452931818,2.538945455,2.528922727,2.708618182,3.12175,3.12175,2024.812727,808.31285,0.765093378,4.01E-03,4.86E-03,5.28E-03,8.43E-03,1.57E-02,2.36E-02,8.03E-03,7.67E-03,8.15E-03,1.19E-02,1.93E-02,2.54E-02,4.55E-04,2.75E-03,6.38E-03,0.013943382,2.10E-02,3.10E-02,3.09E-03,4.76E-03,7.45E-03,1.41E-02,2.05E-02,2.62E-02,2.279677273,2.585818182,2.724227273,2.903681818,3.141954545,3.141954545,46.59385,47.35272727,51.10636364,53.95,58.80272727,58.80272727,16.29227273,-0.460227273,84103228.03,"$31,536,483",1
2.398580952,2.433442857,2.439090476,2.724533333,3.117042857,3.117042857,2081.009524,788.2099333,0.753285306,4.30E-03,5.22E-03,6.28E-03,9.87E-03,1.75E-02,2.42E-02,8.25E-03,8.17E-03,8.95E-03,1.28E-02,2.00E-02,2.59E-02,1.13E-03,5.01E-03,8.80E-03,0.016755345,2.30E-02,3.24E-02,3.53E-03,6.26E-03,9.47E-03,1.60E-02,2.16E-02,2.66E-02,2.12335,2.42375,2.6102,2.83215,3.0874,3.0874,43.78181,44.8515,49.3155,52.4165,57.7295,57.7295,19.1195,-5.05952381,115639710.9,"-$22,397,542",0
2.185982609,2.221591304,2.466813043,2.859826087,3.387482609,3.387482609,2054.378696,774.4215739,0.729292603,4.59E-03,5.03E-03,5.32E-03,8.43E-03,1.58E-02,0.022739268,8.51E-03,7.94E-03,8.36E-03,1.18E-02,1.91E-02,2.54E-02,2.15E-03,6.46E-03,9.76E-03,1.70E-02,2.26E-02,3.16E-02,5.23E-03,7.69E-03,1.07E-02,1.66E-02,2.18E-02,2.66E-02,1.938663636,2.098727273,2.518954545,2.811,3.199545455,3.199545455,38.22206364,39.34727273,44.63636364,48.67909091,55.42409091,55.42409091,15.90421053,-3.636363636,93242168.46,"$42,374,769",1
2.256304762,2.244990476,2.781038095,3.010442857,3.614128571,3.614128571,1923.814286,728.1140905,0.703829924,0.004177872,4.13E-03,3.96E-03,7.04E-03,1.41E-02,2.15E-02,8.53E-03,6.94E-03,7.01E-03,9.86E-03,1.70E-02,2.37E-02,2.49E-03,5.83E-03,9.17E-03,1.55E-02,2.13E-02,3.08E-02,6.06E-03,7.50E-03,9.72E-03,1.46E-02,1.98E-02,2.47E-02,2.252052632,2.239894737,2.743578947,2.958,3.321210526,3.321210526,32.50774211,33.73263158,39.53105263,43.03684211,48.84263158,48.84263158,14.81272727,-2.988095238,135616937.3,"-$17,203,113",0
1.703752381,1.729185714,2.574714286,2.859171429,3.386614286,3.386614286,1902.529524,742.4949619,0.725196275,4.41E-03,4.42E-03,4.23E-03,6.00E-03,1.26E-02,2.01E-02,8.52E-03,7.31E-03,7.12E-03,8.64E-03,1.45E-02,2.03E-02,3.07E-03,5.28E-03,7.23E-03,1.22E-02,1.79E-02,2.81E-02,6.13E-03,6.84E-03,7.89E-03,1.16E-02,1.66E-02,2.19E-02,1.94365,1.9897,2.69345,2.9065,3.17395,3.17395,32.03058,33.7675,40.1465,43.402,48.043,48.043,13.4947619,-4.1125,118413824.5,"-$12,589,878",0
1.246056522,1.29113913,2.615904348,2.876565217,3.317656522,3.317656522,2022.561304,784.6331043,0.757075799,4.40E-03,5.20E-03,5.46E-03,7.15E-03,1.42E-02,0.02132494,8.77E-03,8.45E-03,8.48E-03,9.90E-03,1.54E-02,2.12E-02,2.89E-03,5.92E-03,8.69E-03,1.37E-02,1.89E-02,2.85E-02,6.15E-03,7.83E-03,9.40E-03,0.013053096,1.75E-02,2.24E-02,1.697918182,1.896136364,2.786818182,2.978,3.193,3.193,39.03882727,40.13267273,43.76727273,46.08454545,49.39136364,49.39136364,13.3385,-4.936956522,105823946.8,"$3,727,684",1
1.05372381,1.18477619,2.531495238,2.850804762,3.346804762,3.346804762,2076.312857,799.0019667,0.780529841,5.02E-03,5.67E-03,6.03E-03,7.98E-03,1.47E-02,2.08E-02,9.15E-03,9.30E-03,9.32E-03,0.010695638,1.58E-02,2.10E-02,2.27E-03,4.98E-03,7.66E-03,1.26E-02,1.82E-02,2.81E-02,6.20E-03,7.49E-03,8.91E-03,1.22E-02,1.68E-02,2.22E-02,1.91007619,2.108571429,2.940571429,3.077666667,3.31447619,3.31447619,41.93987143,42.82099524,45.4252381,47.10285714,50.61809524,50.61809524,14.33954545,-5.680952381,109551631.1,"-$29,654,903",0
1.160018182,1.457263636,2.402281818,2.5592,2.982131818,2.982131818,2067.025455,809.4791773,0.772376823,5.16E-03,5.77E-03,5.98E-03,7.70E-03,0.014242702,2.07E-02,9.11E-03,9.45E-03,9.66E-03,1.10E-02,1.59E-02,2.11E-02,2.71E-03,5.46E-03,8.19E-03,1.31E-02,1.82E-02,2.81E-02,6.29E-03,7.93E-03,9.48E-03,1.26E-02,1.68E-02,2.20E-02,1.902666667,2.220761905,2.825047619,2.828952381,3.064952381,3.064952381,47.27274762,47.7114619,49.59142857,50.55761905,54.56666667,54.56666667,14.35272727,-6.30952381,79896728.54,"$43,474,149",1
1.774790909,2.01635,2.503927273,2.504509091,2.851813636,2.851813636,2083.886364,817.5584409,0.776008731,4.99E-03,5.34E-03,5.36E-03,6.52E-03,1.25E-02,1.89E-02,8.87E-03,8.90E-03,9.02E-03,9.98E-03,0.014328365,1.90E-02,2.65E-03,5.06E-03,7.27E-03,1.17E-02,1.66E-02,2.63E-02,6.35E-03,7.54E-03,8.67E-03,1.13E-02,0.015269873,2.03E-02,2.576472727,2.670954545,2.941045455,2.845636364,3.029272727,3.029272727,49.23227273,49.78545455,51.94772727,52.78409091,55.59772727,55.59772727,19.42809524,-4.556818182,123370877.8,"-$23,541,955",0
2.244295238,2.281019048,2.650033333,2.553095238,2.85592381,2.85592381,2146.71381,839.1515762,0.767123453,4.80E-03,5.31E-03,5.50E-03,6.32E-03,1.14E-02,1.74E-02,8.83E-03,8.90E-03,8.87E-03,9.46E-03,1.30E-02,1.70E-02,2.92E-03,4.83E-03,6.63E-03,0.010651958,1.52E-02,0.023877574,6.78E-03,7.69E-03,8.63E-03,0.010645724,1.39E-02,1.83E-02,2.79775,2.7398,3.0453,2.86975,3.0512,3.0512,45.2385,45.9075,49.8315,52.199,56.011,56.011,24.37714286,-3.630952381,99828923.22,"$12,827,247",1
2.140573913,2.344004348,2.527395652,2.502134783,2.832743478,2.832743478,2177.482174,853.648472,0.769341772,5.00E-03,5.47E-03,5.52E-03,6.59E-03,1.14E-02,1.71E-02,8.95E-03,8.99E-03,9.02E-03,9.57E-03,1.28E-02,1.63E-02,2.94E-03,5.39E-03,7.38E-03,1.13E-02,1.57E-02,2.40E-02,7.85E-03,8.87E-03,9.80E-03,1.15E-02,1.44E-02,1.78E-02,2.773069565,2.759521739,3.017521739,2.853869565,3.068173913,3.068173913,45.25,45.96521739,49.63347826,51.70478261,55.18391304,55.18391304,16.78954545,-5.543478261,112656170.2,"$2,702,867",1
2.4712,2.650845455,2.588954545,2.439063636,2.619954545,2.619954545,2158.703636,852.5680045,0.76393352,5.08E-03,5.51E-03,5.60E-03,6.72E-03,1.19E-02,1.79E-02,8.95E-03,8.92E-03,9.06E-03,9.87E-03,1.31E-02,1.65E-02,2.88E-03,5.63E-03,7.67E-03,1.18E-02,1.64E-02,2.48E-02,8.25E-03,9.36E-03,1.02E-02,1.19E-02,1.48E-02,1.83E-02,2.940580952,2.977380952,3.058333333,2.837571429,2.971761905,2.971761905,45.56704286,46.18666667,49.85571429,51.84714286,55.3352381,55.3352381,16.21,-4.976190476,115359037.6,"-$23,611,575",0
2.903504762,2.973438095,2.791628571,2.530185714,2.603314286,2.603314286,2144.256667,860.9736333,0.754962435,4.84E-03,5.52E-03,5.70E-03,7.14E-03,1.29E-02,1.89E-02,8.98E-03,8.98E-03,9.20E-03,1.04E-02,1.41E-02,0.017724333,3.19E-03,5.91E-03,8.38E-03,1.27E-02,1.77E-02,2.64E-02,8.46E-03,9.56E-03,1.07E-02,1.28E-02,1.61E-02,1.98E-02,2.964666667,3.311047619,3.191857143,2.869190476,2.941571429,2.941571429,50.23888095,50.8147619,53.5652381,54.86,57.3052381,57.3052381,18.02545455,-5.583333333,91747462.34,"$54,044,251",1
2.637940909,2.670845455,2.695909091,2.541236364,2.609159091,2.609159091,2166.426364,873.5763091,0.743794357,4.72E-03,5.57E-03,6.29E-03,9.08E-03,1.59E-02,2.13E-02,8.94E-03,8.98E-03,9.66E-03,1.23E-02,1.71E-02,2.11E-02,4.51E-03,7.16E-03,9.84E-03,1.60E-02,2.17E-02,3.04E-02,8.76E-03,1.02E-02,1.20E-02,1.61E-02,2.01E-02,2.35E-02,2.558685714,3.017142857,3.063619048,2.844333333,2.941190476,2.941190476,46.18269048,46.9347619,50.38047619,51.85,55.06428571,55.06428571,23.71789474,-7.556818182,145791712.9,"$10,113,388",1
