NGP_AECO (Natural Gas),,,,,,EQTY_S&P500 INDX_USD (Stock Index),EQTY_TSE/SP60SPV_NDX_CAD (Stock Index),FX_USD_CAD (Foreign Exchange Rate),IR_CAD_GOVT (Treasury Rate),,,,,,IR_CAD_SWAP (Inter Bank Lending Rate),,,,,,IR_USD_GOVT (Treasury Rate),,,,,,IR_USD_SWAP (Inter Bank Lending Rate),,,,,,NGP_NYMX (Natural Gas),,,,,,OIL_WTI (Oil),,,,,,,,,,
3.254036364,3.301481818,3.264159091,2.724686364,2.529886364,2.529886364,2247.369545,900.4753318,0.748958064,4.72E-03,5.85E-03,7.72E-03,1.16E-02,1.91E-02,2.39E-02,9.15E-03,9.70E-03,1.11E-02,1.48E-02,1.99E-02,2.41E-02,5.18E-03,8.15E-03,1.17E-02,1.94E-02,2.50E-02,3.29E-02,9.61E-03,1.15E-02,1.43E-02,1.97E-02,2.38E-02,2.66E-02,3.564528571,3.590952381,3.461952381,2.939761905,2.932809524,2.932809524,52.79338571,53.70380952,55.71238095,55.14,55.72142857,55.72142857,22.517,-9.7625,155905100.6,"-$10,638,679",0
2.75115,2.753177273,3.192531818,2.731422727,2.626190909,2.626190909,2273.445,914.3693818,0.757364142,4.41E-03,5.22E-03,6.96E-03,1.18E-02,1.92E-02,2.40E-02,9.52E-03,9.84E-03,1.10E-02,1.46E-02,1.94E-02,2.36E-02,5.18E-03,8.12E-03,0.012167285,1.96E-02,2.48E-02,3.18E-02,1.02E-02,1.20E-02,1.48E-02,0.019588301,2.32E-02,2.57E-02,3.26254,3.2881,3.53165,3.08305,3.0622,3.0622,53.161725,53.9045,56.0455,55.914,56.3575,56.3575,15.84909091,-9.154761905,145266421.7,"$246,484",1
2.384635,2.37296,3.049995,2.797245,2.70564,2.70564,2330.972,923.06103,0.76272983,4.61E-03,5.67E-03,7.30E-03,0.012292018,1.90E-02,2.46E-02,9.54E-03,9.88E-03,1.10E-02,1.46E-02,1.96E-02,2.45E-02,5.30E-03,8.34E-03,1.22E-02,1.92E-02,2.45E-02,0.031827274,1.03E-02,1.25E-02,1.52E-02,1.99E-02,2.38E-02,2.66E-02,2.807273684,2.989315789,3.477,3.160315789,3.134315789,3.134315789,53.80647895,54.22473684,55.25157895,54.82736842,55.03631579,55.03631579,14.30047619,-8.75,145512905.9,"-$568,936",0
2.485247826,2.440704348,3.009856522,2.749504348,2.637247826,2.637247826,2366.822174,915.7436652,0.747265241,4.97E-03,6.23E-03,8.01E-03,1.34E-02,1.91E-02,0.024589913,9.30E-03,9.82E-03,1.13E-02,1.52E-02,1.99E-02,2.46E-02,7.43E-03,1.02E-02,1.35E-02,2.05E-02,2.51E-02,3.24E-02,1.12E-02,1.37E-02,1.64E-02,2.11E-02,2.46E-02,2.72E-02,2.890413043,3.06126087,3.445478261,3.144913043,3.091173913,3.091173913,50.01565217,50.47304348,51.51478261,51.16956522,52.44478261,52.44478261,14.85285714,-7.358695652,144943970.1,"-$44,909,883",0
2.67171,2.66555,3.09443,2.684855,2.678675,2.678675,2357.7915,921.38159,0.744340568,5.36E-03,6.43E-03,7.55E-03,1.21E-02,1.70E-02,0.022609035,9.34E-03,9.83E-03,0.010940838,1.39E-02,1.83E-02,0.023221546,8.12E-03,1.04E-02,1.29E-02,1.87E-02,0.023239191,0.031016379,1.15E-02,0.013579524,1.55E-02,1.93E-02,0.022711825,2.55E-02,3.099473684,3.266473684,3.495736842,3.112736842,3.076210526,3.076210526,51.41210526,51.75263158,52.71421053,52.11947368,53.57736842,53.57736842,17.77454545,-6.7875,100034087.6,"$79,842,963",1
2.832434783,2.804904348,2.427482609,2.216617391,2.372130435,2.372130435,2396.243913,913.5173913,0.735536535,5.04E-03,6.13E-03,7.32E-03,1.22E-02,1.56E-02,2.21E-02,8.93E-03,9.17E-03,1.03E-02,1.33E-02,1.80E-02,2.32E-02,9.08E-03,1.12E-02,1.36E-02,1.88E-02,2.33E-02,3.12E-02,0.011781386,1.36E-02,1.55E-02,1.91E-02,2.25E-02,2.53E-02,3.121545455,3.313863636,2.940863636,2.715818182,2.778,2.778,48.78318182,49.06,49.98681818,49.65863636,51.95227273,51.95227273,13.1585,-9.443181818,179877050.4,"-$44,114,240",0
2.384081818,2.421218182,2.251913636,2.129427273,2.243986364,2.243986364,2433.985455,901.9693182,0.752294588,5.70E-03,7.79E-03,9.26E-03,0.012761663,1.53E-02,0.020873737,9.30E-03,1.06E-02,1.20E-02,1.47E-02,0.018409449,2.24E-02,1.00E-02,1.19E-02,1.40E-02,1.82E-02,2.22E-02,2.94E-02,1.26E-02,1.39E-02,1.54E-02,1.84E-02,2.16E-02,2.45E-02,2.942863636,3.019136364,2.833090909,2.681363636,2.735136364,2.735136364,45.32772727,45.55863636,47.09272727,47.94772727,51.40727273,51.40727273,12.39956522,-9.806818182,135762810.6,"-$41,365,137",0
1.971361905,2.145247619,2.249833333,2.062014286,2.148233333,2.148233333,2452.905238,892.8927905,0.78766859,7.09E-03,0.010592738,1.30E-02,1.71E-02,1.93E-02,2.31E-02,1.20E-02,0.013775507,1.53E-02,1.86E-02,2.21E-02,2.54E-02,1.09E-02,1.22E-02,1.45E-02,1.94E-02,2.35E-02,3.02E-02,1.31E-02,1.44E-02,1.61E-02,1.94E-02,2.29E-02,2.59E-02,2.9569,2.9471,2.8389,2.66945,2.70165,2.70165,46.797,46.9575,48.296,49.3685,53.237,53.237,14.21952381,-9.5125,94397673.65,"$5,966,576",1
1.7979,2.06463913,2.24313913,2.063578261,2.113534783,2.113534783,2456.223043,890.7254043,0.793213901,7.20E-03,1.13E-02,1.25E-02,1.58E-02,1.90E-02,2.35E-02,0.012940378,1.45E-02,0.015782432,1.85E-02,2.18E-02,2.52E-02,1.03E-02,1.22E-02,1.35E-02,1.79E-02,2.23E-02,2.89E-02,1.33E-02,0.014448023,1.57E-02,0.018330525,2.16E-02,0.024781816,2.891443478,2.936391304,2.898869565,2.724217391,2.695304348,2.695304348,48.16130435,48.39652174,49.17043478,49.37913043,51.90478261,51.90478261,14.5852381,-11.625,100364249.2,"$36,230,721",1
1.060204762,2.275995238,2.135785714,2.014042857,2.13587619,2.13587619,2492.065238,897.669919,0.813442276,9.62E-03,1.40E-02,1.52E-02,1.74E-02,2.05E-02,0.024346105,1.43E-02,1.72E-02,1.87E-02,2.08E-02,2.32E-02,2.58E-02,1.03E-02,1.26E-02,1.38E-02,1.79E-02,2.22E-02,2.86E-02,1.34E-02,1.49E-02,1.62E-02,1.86E-02,2.16E-02,2.46E-02,2.98206,3.06515,2.96385,2.7792,2.7377,2.7377,50.1585,50.533,51.147,50.8665,51.914,51.914,15.23619048,-10.0125,136594969.9,"$18,483,821",1
1.014995455,2.277754545,1.804309091,1.896213636,2.184895455,2.184895455,2556.997273,934.0606182,0.793906873,9.25E-03,1.38E-02,1.49E-02,1.73E-02,2.07E-02,2.44E-02,0.01413736,1.69E-02,1.85E-02,0.020947652,2.36E-02,2.60E-02,1.08E-02,1.38E-02,1.54E-02,1.98E-02,2.38E-02,0.029570416,0.013663511,1.60E-02,1.79E-02,2.05E-02,2.33E-02,2.59E-02,2.849827273,3.075954545,2.960909091,2.765318182,2.797863636,2.797863636,51.80272727,52.02363636,51.78818182,50.59045455,50.22818182,50.22818182,12.47238095,-10.75,155078790.9,"$24,765,481",1
2.104709091,2.122186364,1.846090909,1.924463636,2.267609091,2.267609091,2593.763636,949.1943909,0.783419891,8.67E-03,1.30E-02,1.43E-02,1.65E-02,0.019331902,2.28E-02,1.40E-02,1.60E-02,1.77E-02,2.00E-02,0.022523071,2.51E-02,1.23E-02,1.54E-02,1.69E-02,2.05E-02,2.36E-02,2.86E-02,1.44E-02,1.71E-02,0.018802853,2.11E-02,2.34E-02,2.57E-02,2.989514286,3.146904762,2.980142857,2.795,2.825190476,2.825190476,56.80047619,56.91095238,55.07285714,52.29619048,50.26095238,50.26095238,11.6085,-11.71428571,179844271.4,"-$21,675,501",0
1.966461905,1.758842857,1.7582,1.874066667,2.333095238,2.333095238,2665.245238,956.1661238,0.783637996,9.48E-03,0.014166777,1.58E-02,1.75E-02,1.94E-02,2.21E-02,1.47E-02,0.017322892,0.019303639,2.12E-02,2.29E-02,2.45E-02,1.32E-02,1.69E-02,1.84E-02,2.18E-02,2.41E-02,2.82E-02,1.62E-02,1.85E-02,2.03E-02,2.22E-02,2.40E-02,0.025661045,2.76645,2.7836,2.82605,2.76305,2.8784,2.8784,58.0705,58.0705,55.9995,53.408,50.794,50.794,11.53052632,-14.31578947,158168770.6,"$12,194,221",1
1.992821739,1.484165217,1.846513043,1.770086957,2.285713043,2.285713043,2783.631739,963.8281609,0.804216661,1.14E-02,1.57E-02,1.76E-02,2.00E-02,2.19E-02,0.023556529,1.64E-02,0.019179802,2.13E-02,2.36E-02,2.52E-02,2.61E-02,1.41E-02,1.78E-02,2.01E-02,2.37E-02,0.025750268,2.91E-02,1.75E-02,1.99E-02,2.20E-02,2.42E-02,2.57E-02,2.69E-02,3.298904762,2.97247619,3.037428571,2.896952381,3.038285714,3.038285714,63.62095238,63.45857143,60.06571429,56.33,52.64571429,52.64571429,11.89782609,-12.98863636,170362991.6,"-$39,307,818",0
1.858085,1.04002,1.92834,2.02697,2.38386,2.38386,2704.88,912.55128,0.794611711,1.17E-02,1.58E-02,0.018041824,2.10E-02,0.023301853,2.45E-02,1.66E-02,1.93E-02,2.17E-02,2.46E-02,2.68E-02,2.79E-02,1.57E-02,0.019409948,2.14E-02,0.025937433,2.86E-02,3.16E-02,0.018865452,2.19E-02,2.42E-02,2.69E-02,2.87E-02,2.95E-02,2.659736842,2.671421053,3.052578947,3.027368421,3.136526316,3.136526316,62.05157895,61.77421053,57.72263158,54.29263158,50.86,50.86,13.13631579,-13.09210526,131055174.1,"$59,706,656",1
1.077822727,1.041122727,1.552231818,1.674022727,2.107877273,2.702777273,2699.96,915.9456,0.77355479,1.09E-02,1.58E-02,1.79E-02,2.02E-02,2.19E-02,2.34E-02,1.70E-02,1.94E-02,2.17E-02,2.41E-02,2.57E-02,2.68E-02,0.017052613,2.04E-02,2.24E-02,0.026210547,2.84E-02,3.12E-02,2.19E-02,0.023565498,2.55E-02,2.75E-02,0.028581656,2.91E-02,2.711571429,2.803761905,2.831380952,2.77947619,2.911904762,3.2,62.67857143,62.39190476,58.41380952,55.01285714,51.33095238,51.33095238,10.86227273,-11.46428571,190761829.9,"-$24,322,034",0
0.890690476,1.101490476,1.271857143,1.358238095,1.987985714,2.440847619,2653.991429,907.4101,0.785564721,1.16E-02,1.63E-02,1.86E-02,2.10E-02,2.25E-02,2.37E-02,1.73E-02,0.019896619,2.22E-02,2.48E-02,2.63E-02,2.72E-02,1.76E-02,2.13E-02,0.023679243,2.69E-02,0.028647863,3.09E-02,2.36E-02,2.47E-02,2.65E-02,2.81E-02,2.88E-02,0.029093016,2.736714286,2.808619048,2.625714286,2.608904762,2.757809524,3.011666667,66.20952381,65.85666667,61.18142857,56.53095238,50.83333333,50.83333333,10.51363636,-8.785714286,166439795.6,"-$7,769,430",0
0.964530435,1.206617391,1.194452174,1.243573913,1.932804348,2.372273913,2702.356087,945.7798522,0.777090292,1.24E-02,0.017025607,1.96E-02,2.21E-02,2.38E-02,2.41E-02,1.74E-02,2.05E-02,2.30E-02,2.58E-02,2.73E-02,0.027585186,1.87E-02,2.24E-02,2.49E-02,2.83E-02,2.97E-02,3.14E-02,2.35E-02,2.51E-02,2.73E-02,2.91E-02,3.00E-02,3.01E-02,2.841727273,2.857545455,2.581045455,2.551454545,2.658454545,2.937681818,69.87727273,69.51136364,64.99045455,59.89318182,53.12863636,53.12863636,10.2645,-9.727272727,158670365.4,"-$6,855,587",0
1.48957619,1.567571429,1.450542857,1.410090476,1.741152381,2.394404762,2756.146667,960.9801,0.761867376,1.23E-02,1.67E-02,1.88E-02,2.08E-02,2.21E-02,2.25E-02,0.017476295,1.99E-02,2.22E-02,2.45E-02,0.026015536,2.65E-02,1.91E-02,2.30E-02,2.51E-02,0.027698009,2.90E-02,3.06E-02,2.35E-02,2.58E-02,0.027763342,2.90E-02,2.96E-02,2.96E-02,2.941428571,2.924,2.665190476,2.568285714,2.627666667,2.938,66.76,66.17142857,63.15857143,59.96238095,54.62666667,54.62666667,11.97565217,-6.525,151814778.3,"-$8,539,529",0
1.377318182,1.616695455,1.468672727,1.448109091,1.700504545,2.399254545,2787.171364,974.5845455,0.761562637,1.39E-02,1.77E-02,0.019482616,2.09E-02,2.17E-02,2.22E-02,1.88E-02,2.10E-02,2.29E-02,2.46E-02,0.025773083,2.63E-02,1.97E-02,2.35E-02,2.57E-02,2.78E-02,2.87E-02,3.00E-02,2.35E-02,2.62E-02,2.81E-02,2.90E-02,2.94E-02,2.92E-02,2.776333333,2.806952381,2.657238095,2.553619048,2.596952381,2.942238095,68.7547619,67.63333333,64.15142857,60.65952381,54.82571429,54.82571429,10.438,0.839285714,143275249.4,"$49,942,331",1
1.377282609,1.950156522,1.4119,1.363717391,1.736678261,2.458991304,2857.820298,972.0929943,0.76705008,1.48E-02,1.92E-02,2.09E-02,2.22E-02,0.022912659,2.29E-02,1.95E-02,2.24E-02,2.42E-02,2.57E-02,2.67E-02,2.73E-02,2.05E-02,2.42E-02,2.62E-02,2.75E-02,2.88E-02,3.05E-02,2.34E-02,2.62E-02,0.02809257,0.028864234,2.94E-02,2.96E-02,2.904173913,2.988913043,2.692347826,2.533391304,2.591347826,2.984869565,67.09434783,66.7573913,64.11130435,60.84565217,55.80521739,55.80521739,10.12545455,-2.25,193217580.7,"-$56,500,787",0
1.501815,2.097185,1.28977,1.30293,1.75628,2.49655,2901.228804,957.2381437,0.767289385,1.54E-02,1.97E-02,2.12E-02,2.25E-02,2.34E-02,2.35E-02,1.98E-02,2.28E-02,2.46E-02,2.61E-02,2.73E-02,2.80E-02,2.14E-02,2.53E-02,2.73E-02,2.85E-02,2.98E-02,3.14E-02,2.37E-02,2.71E-02,2.91E-02,2.99E-02,3.04E-02,3.05E-02,2.886157895,3.013947368,2.641631579,2.533263158,2.579105263,3.004789474,70.01526316,69.62,67.35947368,63.68210526,56.94210526,56.94210526,10.54047619,-2.907894737,136716793.5,"$23,475,742",1
2.23143913,2.485173913,1.635156522,1.580313043,1.960782609,2.65166087,2785.464686,917.4185625,0.76834525,1.64E-02,0.020818774,2.26E-02,0.023971368,2.48E-02,0.024893802,2.11E-02,2.42E-02,2.62E-02,2.76E-02,2.88E-02,2.95E-02,2.27E-02,2.62E-02,2.84E-02,3.01E-02,3.14E-02,3.35E-02,2.48E-02,2.83E-02,3.03E-02,3.12E-02,3.19E-02,3.22E-02,3.231304348,3.280913043,2.770478261,2.607695652,2.652913043,3.129913043,70.76652174,70.72913043,69.59,65.97304348,57.8226087,57.8226087,10.2645,-6.511363636,160192535.1,"$49,758,873",1
2.200981818,2.016654545,1.746754545,1.828318182,2.190631818,2.871454545,2719.850048,906.4459624,0.757345232,1.70E-02,2.11E-02,2.25E-02,2.34E-02,2.41E-02,2.45E-02,2.21E-02,0.024613067,0.026069394,2.72E-02,2.84E-02,2.94E-02,0.02347343,2.67E-02,0.028393677,2.94E-02,3.11E-02,0.03386311,2.67E-02,2.90E-02,3.03E-02,3.07E-02,3.16E-02,3.22E-02,4.101333333,3.841,2.868952381,2.713666667,2.79,3.294380952,56.7247619,57.05190476,57.93761905,57.52238095,55.85761905,55.85761905,11.06238095,-7.375,209951408.3,"-$97,286,945",0
1.549680952,1.131966667,1.743414286,1.848714286,2.224619048,3.094166667,2565.903662,871.0456713,0.743372431,1.64E-02,1.92E-02,1.96E-02,1.98E-02,2.05E-02,2.21E-02,2.27E-02,2.31E-02,2.35E-02,2.40E-02,2.56E-02,2.73E-02,2.38E-02,2.63E-02,2.66E-02,2.67E-02,2.83E-02,3.13E-02,2.81E-02,0.028241238,2.81E-02,0.027590574,2.86E-02,2.94E-02,3.89565,3.3783,3.1047,2.8583,2.95355,3.4533,49.3285,49.6115,51.2645,51.691,52.2595,52.2595,22.46473684,-8.470588235,112664463.8,"$42,297,844",1
1.56173913,1.258817391,1.893665217,1.900856522,2.195095652,3.0935,2607.701983,898.6585721,0.751531895,1.62E-02,1.85E-02,1.86E-02,1.88E-02,1.97E-02,2.18E-02,2.25E-02,2.24E-02,2.25E-02,2.29E-02,2.47E-02,2.67E-02,2.40E-02,0.02557437,0.02525083,0.025228062,2.71E-02,3.08E-02,2.80E-02,2.74E-02,2.67E-02,0.026008634,0.027266425,2.84E-02,3.046190476,2.77252381,3.112190476,2.907952381,2.988142857,3.491619048,51.91,52.2652381,53.83190476,53.7,54.06142857,54.06142857,19.02380952,-8.568181818,154962307.8,"$46,343,660",1
1.614545,1.31245,1.98091,1.87553,2.22635,3.04435,2755.879675,943.5055981,0.757165172,1.66E-02,1.79E-02,1.78E-02,1.80E-02,1.92E-02,0.021685387,0.021384468,0.021516615,2.17E-02,2.22E-02,2.40E-02,2.64E-02,2.42E-02,2.52E-02,2.48E-02,2.47E-02,2.67E-02,3.06E-02,2.71E-02,2.67E-02,2.61E-02,2.55E-02,2.68E-02,0.028243109,2.684526316,2.728473684,2.988684211,2.824210526,2.955947368,3.473473684,55.41421053,55.90315789,57.20157895,55.72052632,53.80947368,53.80947368,18.26761905,-9.776315789,201305968.2,"$49,219,582",1
1.383804762,1.159771429,1.61162381,1.578790476,2.096271429,2.878542857,2803.98356,961.0743342,0.748094698,1.65E-02,1.66E-02,1.61E-02,1.59E-02,0.017344482,2.03E-02,2.03E-02,2.01E-02,1.97E-02,1.98E-02,2.19E-02,2.46E-02,2.43E-02,2.47E-02,2.39E-02,2.36E-02,2.57E-02,3.03E-02,0.026336575,2.60E-02,2.50E-02,2.41E-02,2.56E-02,2.75E-02,2.807761905,2.883809524,2.826857143,2.645857143,2.841380952,3.346238095,58.50333333,58.82,58.95809524,56.79380952,53.9847619,53.9847619,14.12454545,-10.3452381,250525549.9,"-$100,887,239",0
1.084654545,1.045372727,1.193990909,1.374090909,1.939604545,2.700836364,2901.753557,985.4668643,0.747612073,1.67E-02,1.69E-02,0.01572093,0.01577478,1.74E-02,0.020341798,2.01E-02,0.019829076,1.94E-02,1.96E-02,2.18E-02,2.48E-02,2.41E-02,2.40E-02,2.33E-02,2.32E-02,2.53E-02,3.00E-02,0.026180128,2.56E-02,2.43E-02,2.35E-02,2.51E-02,2.71E-02,2.617190476,2.707571429,2.582904762,2.510095238,2.701619048,3.189380952,63.93047619,63.92095238,61.34904762,57.78285714,53.95095238,53.95095238,13.67809524,-9.1375,149638310.6,"$26,498,530",1
0.8865,1.064147826,1.150652174,1.391743478,1.950565217,2.767326087,2860.442647,979.1223541,0.742931311,1.67E-02,1.69E-02,1.57E-02,1.54E-02,1.66E-02,1.92E-02,2.01E-02,1.98E-02,1.92E-02,1.91E-02,2.10E-02,2.39E-02,0.023783019,2.32E-02,2.19E-02,2.17E-02,2.39E-02,2.87E-02,2.56E-02,2.44E-02,2.27E-02,2.19E-02,2.35E-02,2.55E-02,2.599590909,2.629090909,2.562227273,2.500590909,2.689454545,3.207636364,61.01181818,61.05409091,58.86590909,55.72454545,53.06863636,53.06863636,13.14761905,-10.575,176136840.5,"-$1,500,141",0
1.00945,1.247085,1.10353,1.410315,2.027405,2.813055,2887.477013,977.4849298,0.752884703,1.66E-02,1.63E-02,1.40E-02,1.35E-02,1.46E-02,1.74E-02,1.98E-02,1.87E-02,0.017272255,0.016901418,1.88E-02,2.16E-02,2.19E-02,1.98E-02,1.81E-02,1.81E-02,2.08E-02,0.026473786,2.44E-02,2.07E-02,1.85E-02,1.81E-02,2.02E-02,2.28E-02,2.3232,2.3226,2.50135,2.51185,2.6921,3.25065,54.8915,54.917,53.6195,52.43,53.062,53.062,12.54695652,-10.0625,174636699.1,"-$15,275,587",0
1.0536,1.584752174,1.196817391,1.484226087,2.000847826,2.852591304,2997.185153,987.1046076,0.763236998,1.65E-02,1.67E-02,1.50E-02,1.45E-02,1.52E-02,1.74E-02,1.97E-02,1.90E-02,1.81E-02,1.77E-02,1.91E-02,2.14E-02,2.12E-02,1.94E-02,1.82E-02,1.81E-02,2.06E-02,2.64E-02,2.34E-02,2.05E-02,1.86E-02,1.80E-02,0.01985231,2.24E-02,2.293272727,2.362636364,2.465409091,2.475363636,2.667954545,3.2925,57.64727273,57.63863636,55.675,53.65545455,53.43090909,53.43090909,12.91052632,-9.25,159361111.9,"$530,930,275",1
1.411859091,1.844836364,1.429077273,1.620172727,1.944822727,2.827709091,2907.422512,969.6953869,0.7534831,1.63E-02,1.55E-02,1.36E-02,0.012250838,0.012145058,0.014696944,1.96E-02,1.79E-02,1.65E-02,1.54E-02,0.016047799,1.81E-02,1.97E-02,1.75E-02,1.57E-02,1.48E-02,1.64E-02,2.19E-02,2.21E-02,1.82E-02,1.57E-02,1.42E-02,1.52E-02,1.72E-02,2.173818182,2.335272727,2.343636364,2.382909091,2.587409091,3.194,54.68818182,54.42681818,52.18681818,50.95136364,52.67545455,52.67545455,19.35217391,-10.625,690291387.2,"-$516,235,307",0
1.812119048,2.272428571,1.573661905,1.646004762,1.929119048,2.770538095,2974.560056,995.7570852,0.755057269,1.62E-02,1.65E-02,1.52E-02,1.37E-02,1.35E-02,0.015598488,1.96E-02,1.91E-02,1.80E-02,0.016900957,1.73E-02,1.88E-02,0.019155993,1.78E-02,1.63E-02,1.56E-02,1.69E-02,2.20E-02,0.021617592,1.84E-02,1.63E-02,1.48E-02,1.56E-02,1.73E-02,2.53145,2.7606,2.41575,2.3769,2.5722,3.09065,56.741,56.3575,52.91,51.408,52.1685,52.1685,19.38904762,-11.625,174056080.1,"-$3,957,556",0
2.226643478,2.307556522,1.706326087,1.79316087,2.089513043,2.851543478,2980.528696,982.924513,0.758097492,1.64E-02,1.68E-02,1.57E-02,1.45E-02,1.45E-02,1.60E-02,1.97E-02,1.92E-02,1.85E-02,1.79E-02,1.84E-02,1.96E-02,1.66E-02,1.59E-02,1.54E-02,0.015201082,1.71E-02,2.24E-02,2.01E-02,1.74E-02,1.59E-02,0.015035342,1.62E-02,1.81E-02,2.407565217,2.600565217,2.407565217,2.398652174,2.58826087,3.105478261,54.05043478,53.91956522,51.63695652,50.64782609,51.61869565,51.61869565,24.95315789,-10.03409091,170098524.1,"$21,782,092",1
2.489809524,2.127709524,1.950742857,2.098295238,2.289333333,2.881433333,3106.209048,1012.627143,0.755398761,1.65E-02,1.66E-02,1.56E-02,1.50E-02,1.50E-02,0.016331355,1.97E-02,1.89E-02,1.84E-02,1.83E-02,1.92E-02,2.06E-02,1.56E-02,1.56E-02,1.61E-02,0.016366205,1.81E-02,2.33E-02,1.93E-02,0.01743896,1.63E-02,1.59E-02,1.72E-02,0.019072608,2.65135,2.6083,2.5808,2.5355,2.66355,3.1021,57.062,56.86,53.684,51.9855,51.9365,51.9365,19.57238095,-9.805555556,191880616.1,"-$64,882,140",0
2.26145,1.877395455,2.187209091,2.282809091,2.412445455,2.841086364,3177.324091,1015.664864,0.759488663,1.65E-02,1.71E-02,1.65E-02,1.61E-02,1.60E-02,1.68E-02,2.01E-02,1.97E-02,1.96E-02,1.98E-02,2.05E-02,2.15E-02,1.55E-02,1.53E-02,1.60E-02,1.68E-02,1.86E-02,2.35E-02,0.019344961,1.75E-02,1.66E-02,1.66E-02,1.80E-02,2.00E-02,2.288380952,2.206619048,2.634857143,2.669380952,2.753666667,3.041190476,59.62142857,59.30761905,55.45571429,52.66380952,51.52761905,51.52761905,15.23473684,-10.56578947,126998476.3,"$52,557,719",1
2.0023,1.648365217,2.167673913,2.224117391,2.426956522,2.786734783,3279.451739,1034.814304,0.764478479,1.63E-02,1.66E-02,1.58E-02,1.50E-02,1.50E-02,1.62E-02,2.04E-02,1.92E-02,1.87E-02,1.86E-02,1.95E-02,2.10E-02,1.53E-02,1.52E-02,1.51E-02,1.56E-02,1.77E-02,2.28E-02,1.85E-02,1.68E-02,1.58E-02,0.015693322,1.71E-02,1.91E-02,2.022,2.062666667,2.634809524,2.662761905,2.769142857,2.970428571,57.48857143,57.35047619,54.09238095,51.75,51.44619048,51.44619048,14.4852381,-11.43055556,179556195.4,"$28,994,695",1
1.602615,1.478845,1.97801,2.063645,2.335595,2.822705,3282.2545,1047.33475,0.752704051,1.62E-02,1.56E-02,0.014160377,1.30E-02,1.30E-02,1.43E-02,1.95E-02,1.78E-02,1.69E-02,1.64E-02,0.017124145,0.0185603,1.53E-02,1.40E-02,1.33E-02,1.33E-02,1.51E-02,0.020262934,1.70E-02,1.50E-02,1.37E-02,1.32E-02,1.45E-02,1.64E-02,1.846842105,1.939789474,2.478789474,2.550052632,2.666421053,2.857526316,50.77157895,50.95578947,50.77684211,50.40157895,51.36578947,51.36578947,12.94904762,-11.84375,208550890.7,"$217,069,651",1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425620542,
